acronym,volume,edition_date,shelf_number,country,dates,pages,id,source_name,source_author,source_URL,notes,reference,type,notes
ACE-3,6,,BNF: LC5-138 (DN),Russie,,,"Annales du commerce extérieur. Russie. Faits commerciaux, n° 6. BNF : LC5-138 (DN) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,10,,BNF: LC5-138 (DQ),Suède et Norvège,,,"Annales du commerce extérieur. Suède et Norvège. Faits commerciaux, n° 10. BNF : LC5-138 (DQ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,12,,BNF: LC5-138 (DQ),Suède et Norvège,,,"Annales du commerce extérieur. Suède et Norvège. Faits commerciaux, n° 12. BNF : LC5-138 (DQ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,19,,BNF: LC5-138 (DQ),Suède et Norvège,,,"Annales du commerce extérieur. Suède et Norvège. Faits commerciaux, n° 19. BNF : LC5-138 (DQ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,20,,BNF: LC5-138 (DQ),Suède et Norvège,,,"Annales du commerce extérieur. Suède et Norvège. Faits commerciaux, n° 20. BNF : LC5-138 (DQ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,8,,BNF: LC5-138 (DQ),Suède et Norvège,,,"Annales du commerce extérieur. Suède et Norvège. Faits commerciaux, n° 8. BNF : LC5-138 (DQ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,14,,BNF: LC5-138 (DZ),Turquie,mai 1844 à décembre 1859,,"Annales du commerce extérieur. Turquie 1860 à 1868. Faits commerciaux, n°14. BNF : LC5-138 (DZ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (DZ),Turquie,mai 1844 à décembre 1859,,Annales du commerce extérieur. Turquie Mai 1844 à Décembre 1859. Faits commerciaux n° 1. BNF : LC5-138 (DZ) .,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,2,,BNF: LC5-138 (DZ),Turquie,mai 1844 à décembre 1859,,Annales du commerce extérieur. Turquie Mai 1844 à Décembre 1859. Faits commerciaux n° 2. BNF : LC5-138 (DZ) .,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,20,,BNF: LC5-138 (DZ),Turquie,mai 1844 à décembre 1859,,"Annales du commerce extérieur. Turquie Mai 1944 à Décembre 1959. Faits commerciaux, n°20 BNF : LC5-138 (DZ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,21,,BNF: LC5-138 (DZ),Turquie,mai 1844 à décembre 1859,,"Annales du commerce extérieur. Turquie Mai 1944 à Décembre 1959. Faits commerciaux, n°21. BNF : LC5-138 (DZ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,22,,BNF: LC5-138 (DZ),Turquie,mai 1844 à décembre 1859,,"Annales du commerce extérieur. Turquie Mai 1944 à Décembre 1959. Faits commerciaux, n°22. BNF : LC5-138 (DZ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,25,,BNF: LC5-138 (DZ),Turquie,mai 1844 à décembre 1859,,"Annales du commerce extérieur. Turquie Mai 1944 à Décembre 1959. Faits commerciaux, n°25. BNF : LC5-138 (DZ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,26,,BNF: LC5-138 (DZ),Turquie,mai 1844 à décembre 1859,,"Annales du commerce extérieur. Turquie Mai 1944 à Décembre 1959. Faits commerciaux, n°26. BNF : LC5-138 (DZ) .",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,5,,BNF: LC5-138 (EA),Uruguay,3/1/1873,,"Annales du commerce extérieur. Uruguay. Faits commerciaux, n° 5. (mars 1873). BNF : LC5-138 (EA)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (AD),Venezuela,,,Annales du commerce extérieur. Venezuela. Faits commerciaux n° 1. BNF : LC5-138 (AD),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,4,,BNF: LC5-138 (AD),Venezuela,,,Annales du commerce extérieur. Venezuela. Faits commerciaux n° 4. BNF : LC5-138 (AD),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,6,,BNF: LC5-138 (AD),Venezuela,,,Annales du commerce extérieur. Venezuela. Faits commerciaux n° 6. BNF : LC5-138 (AD),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,7,,BNF: LC5-138 (AD),Venezuela,,,Annales du commerce extérieur. Venezuela. Faits commerciaux n° 7. BNF : LC5-138 (AD),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,8,,BNF: LC5-138 (AD),Venezuela,,,Annales du commerce extérieur. Venezuela. Faits commerciaux n° 8 . BNF : LC5-138 (AD),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,9,,BNF: LC5-138 (AD),Venezuela,,,Annales du commerce extérieur. Venezuela. Faits commerciaux n° 9 . BNF : LC5-138 (AD),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,9,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques, Faits commerciaux n° 9. BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,20,,BNF: LC5-138 (EF),Villes anséatiques,,,Annales du commerce extérieur. Villes anséatiques. Faits commerciaux n° 20. BNF : LC5-138 (EF),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,21,,BNF: LC5-138 (EF),Villes anséatiques,,,Annales du commerce extérieur. Villes anséatiques. Faits commerciaux n° 21. BNF : LC5-138 (EF),Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,10,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques. Tome 1, Faits commerciaux n° 10. BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,12,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques. Tome 1, Faits commerciaux n° 12. BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,14,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques. Tome 1, Faits commerciaux n° 14. BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,16,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques. Tome 1, Faits commerciaux n° 16. BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,17,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques. Tome 1, Faits commerciaux n° 17. BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,18,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques. Tome 1, Faits commerciaux n° 18. BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,19,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques. Tome 1, Faits commerciaux n° 19. BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,7,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques. Tome 1, Faits commerciaux n° 7, BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,20,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques. Tome 2, Faits commerciaux n° 20, BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,21,,BNF: LC5-138 (EF),Villes anséatiques,,,"Annales du commerce extérieur. Villes anséatiques. Tome 2, Faits commerciaux n° 21, BNF : LC5-138 (EF)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,3,,BNF: LC5-138 (BI),Abyssinie,,,"Annales du commerce extérieur.Abyssinie. Faits commerciaux, n° 3. BNF : LC5-138 (Bi)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,1,,BNF: LC5-138 (DB),Australie et Océanie,,,Annales du commerce extérieur.Australie et Océanie. Faits commerciaux n° 1. [ BNF : LC5-138 (Db)],Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,,,BNF: LC5-138 (DB),Australie et Océanie,,,"Annales du commerce extérieur.Australie et Océanie. Faits commerciaux n° 2, F.C. n°9. [ BNF : LC5-138 (Db)]",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,21,,BNF: LC5-138 (DB),Océanie et Australie,,,Annales du commerce extérieur.Australie et Océanie. Faits commerciaux n° 21. BNF : LC5-138 (Db).,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
ACE-3,23,,BNF: LC5-138 (BC),Danemark,,,"Annales du commerce extérieur.Danemark. Faits commerciaux, n° 23. BNF : LC5-138 (BC)",Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,"Ministère de l'Agriculture, du Commerce et des Travaux Publics",,,Annales Commerce Extérieur-Serie 3,secondary,
AN-FR,,,,,1932,,Annuaire statistique de la France. 1932.,Annuaire Statistique de la France,Direction de la Statistique générale et de la documentation,,,Annuaire Statistique France,secondary,
AN-FR,,,,,1934,,Annuaire statistique de la France. 1934.,Annuaire Statistique de la France,Direction de la Statistique générale et de la documentation,,,Annuaire Statistique France,secondary,
AN-FR,,,,,1932,,"Annuaire Statistique, (1932), Direction de la Statistique générale et de la documentation, Paris, (INSEE)",Annuaire Statistique de la France,Direction de la Statistique générale et de la documentation,,,Annuaire Statistique France,secondary,
AN-FR,,,,,1935,,"Annuaire Statistique, (1935), Direction de la Statistique générale et de la documentation, Paris, (INSEE)",Annuaire Statistique de la France,Direction de la Statistique générale et de la documentation,,,Annuaire Statistique France,secondary,
AN-FR,,,,,1936,,"Annuaire Statistique, (1936), Direction de la Statistique générale et de la documentation, Paris, (INSEE)",Annuaire Statistique de la France,Direction de la Statistique générale et de la documentation,,,Annuaire Statistique France,secondary,
CN-US,,,,,1849-50,,Annual Report. Foreign Commerce and Navigation of the United States for 1849-50,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1850-51,,Annual Report. Foreign Commerce and Navigation of the United States for 1850-51,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1851-52,,Annual Report. Foreign Commerce and Navigation of the United States for 1851-52,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1852-53,,Annual Report. Foreign Commerce and Navigation of the United States for 1852-53,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1853-54,,Annual Report. Foreign Commerce and Navigation of the United States for 1853-54,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1854-55,,Annual Report. Foreign Commerce and Navigation of the United States for 1854-55,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1855-56,,Annual Report. Foreign Commerce and Navigation of the United States for 1855-56,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1856-57,,Annual Report. Foreign Commerce and Navigation of the United States for 1856-57,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1857-58,,Annual Report. Foreign Commerce and Navigation of the United States for 1857-58,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1858-59,,Annual Report. Foreign Commerce and Navigation of the United States for 1858-59,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1859-60,,Annual Report. Foreign Commerce and Navigation of the United States for 1859-60,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1860-61,,Annual Report. Foreign Commerce and Navigation of the United States for 1860-61,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1861-62,,Annual Report. Foreign Commerce and Navigation of the United States for 1861-62,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1862-63,,Annual Report. Foreign Commerce and Navigation of the United States for 1862-63,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1863-64,,Annual Report. Foreign Commerce and Navigation of the United States for 1863-64,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
CN-US,,,,,1864-65,,Annual Report. Foreign Commerce and Navigation of the United States for 1864-65,Foreign Commerce and Navigation of the United States,Department of commerce,,,Commerce and navigation USA,primary,
